id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3686,Vita's Hideaway,4645,Vita,,Historic Anacostia,38.86339,-76.98889,Private room,67,31,84,2023-08-30,0.51,1,321,2,
3943,Historic Rowhouse Near Monuments,5059,Vasa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91195,-77.00456,Private room,82,1,504,2024-06-09,2.74,5,313,34,Hosted License: 5007242201001033
4197,Capitol Hill Bedroom walk to Metro,5061,Sandra,,"Capitol Hill, Lincoln Park",38.88719,-76.99472,Private room,135,7,61,2024-06-09,0.33,2,335,8,Hosted License: 5007242201000749
4529,Bertina's  House Part One,5803,Bertina,,"Eastland Gardens, Kenilworth",38.90585,-76.94469,Private room,66,30,102,2019-07-05,0.56,2,179,0,Exempt
5589,Cozy apt in Adams Morgan,6527,Ami,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91887,-77.04008,Entire home/apt,,31,96,2023-08-17,0.53,1,10,1,
6165,Private Bath & Laundry  + Huge Lower Level Suite,5782,Val,,"Brightwood Park, Crestwood, Petworth",38.95331,-77.03624,Private room,66,31,23,2023-07-03,0.13,1,340,1,
7103,Lovely guest suite in a quiet but close-in neighborhood,17633,Charlotte,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91999,-77.09774,Entire home/apt,69,31,91,2022-06-03,0.52,28,263,0,
11785,Sanctuary near Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92622,-77.07591,Entire home/apt,85,31,414,2024-06-01,2.35,4,234,2,
12442,Peaches & Cream near Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92756,-77.07667,Private room,52,31,118,2024-04-06,0.68,4,263,2,
14218,Quiet Comfort near Nat'l Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92668,-77.07686,Private room,52,31,104,2023-06-02,0.65,4,317,0,
17131,The Loft near National Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92644,-77.07646,Private room,52,31,108,2024-04-14,0.62,4,285,2,
27682,Private 1-bed apartment-Walk to MET,36646,Ellen,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9665,-77.00645,Entire home/apt,65,120,11,2022-08-13,0.06,2,353,0,
32087,B&B Charm - Room 301 | Walk Dupont Circle Metro,138459,Lucia,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91766,-77.04598,Private room,236,1,15,2023-01-29,0.10,10,161,0,Exempt
52092,People's Place 2- Convention Center,50148,Adreinne,,"Shaw, Logan Circle",38.9077,-77.02431,Entire home/apt,,31,196,2024-02-04,1.17,2,228,1,
62122,"STUDIO SUITE IN THE TREE TOPS:ADAMS MORGAN,WOODLEY",301975,Sarah (And JT),,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92238,-77.04709,Private room,105,5,138,2024-05-28,0.96,1,149,16,Hosted License: 5007242201000081
93551,Upscale Master Close to Everything,481929,Chris,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91433,-77.01876,Private room,99,31,103,2023-07-30,0.64,4,310,1,
116951,Upscale Private Close to Everything,481929,Chris,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91435869686174,-77.01809903471504,Private room,87,31,85,2023-08-06,0.53,4,325,1,
153545,Guest Room 3 miles to the White House,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94286,-77.04417,Private room,48,30,40,2024-06-01,0.26,4,191,2,Hosted License: 5007242201000811<br />Unhosted License: 5007262201000812
155859,~Upper North West GuestNest DC,745305,Larry And Paulette,,"Takoma, Brightwood, Manor Park",38.96628,-77.0309,Private room,60,31,129,2019-10-28,0.82,2,40,0,
164069,Master en-suite in historical house near monuments,5059,Vasa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91366,-77.00803,Private room,83,1,234,2024-06-17,1.48,5,315,33,Hosted License: 5007242201001033
174808,Historic American Four Square,835242,Jeffrey,,Historic Anacostia,38.86432,-76.98749,Private room,95,2,86,2024-06-08,0.86,1,162,14,Hosted License: 5007242201001736
178395,"Spare Room for Washington,DC Visit or entire house",852801,Allison,,"Takoma, Brightwood, Manor Park",38.96165,-77.01858,Private room,399,31,0,,,2,365,0,
196429,"Takoma Garden apt-Lush yard,pets ok",956417,Julia,,"Takoma, Brightwood, Manor Park",38.96923,-77.02041,Entire home/apt,125,31,5,2022-04-01,0.04,1,358,0,
198685,Private room in central location.,966613,Robin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93395,-77.01625,Private room,65,31,157,2024-02-27,1.01,1,77,3,
201116,Victorian Haven - Private Basement!,983611,Reed,,"Takoma, Brightwood, Manor Park",38.97474,-77.01997,Entire home/apt,90,28,225,2024-02-29,1.45,1,287,4,Hosted License: 5007242201001837
223203,ROOM FOR RENT IN A NICE AREA OF DC,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,90,2,15,2024-05-19,0.10,4,365,2,Hosted License: 5007242201001959
223922,Private Retreat Apt. in DC. Pets are Welcome Free!,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94482,-77.04437,Entire home/apt,123,1,207,2024-06-10,1.33,4,136,18,Hosted License: 5007242201000811<br />Unhosted License: 5007262201000812
251611,LUXURY LIVING AT A BARGAIN,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,90,2,1,2019-03-10,0.02,4,365,0,Hosted License: 5007242201001959
251615,NICE HOUSE IN A VERY NICE NEIGHBORHOOD,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,90,2,6,2022-08-19,0.08,4,365,0,Hosted License: 5007242201001959
251619,LUXURY LIVING AT A BARGAIN,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,90,2,9,2023-04-03,0.07,4,365,0,Hosted License: 5007242201001959
262629,Guest bedroom and private bath.,36646,Ellen,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96691,-77.0044,Private room,58,90,41,2024-05-03,0.27,2,294,1,Exempt
290001,"Cozy Rowhouse Near Logan Circle, Convention Center",1505235,Jane,,"Shaw, Logan Circle",38.91001,-77.02563,Entire home/apt,190,2,180,2024-06-11,1.21,1,118,16,Unhosted License: 5007262201002841
296196,Charming Dupont English Basement,1528235,Frank,,"Dupont Circle, Connecticut Avenue/K Street",38.9146,-77.03602,Entire home/apt,149,3,89,2024-06-10,0.59,1,196,19,Hosted License: 5007242201000602
299030,Red Room - Washington 1-2/p Bedroom near Metro,1541062,Donna,,"Colonial Village, Shepherd Park, North Portal Estates",38.9806,-77.03084,Private room,95,1,42,2024-06-09,0.28,2,352,9,Hosted License: 5007242201000328
303723,"Modern Private English Unit, Great Location",1563230,Gennet,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91611,-77.02662,Entire home/apt,,31,169,2020-03-12,1.53,1,127,0,Exempt
306465,"Spacious Dupont Circle Apt: Walk to Metro, Shops!",767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.0465,Entire home/apt,115,90,19,2023-03-29,0.13,1,120,0,Hosted License: 5007242201002389
313405,Blue Room - Washington 1-2p Bedroom Near Metro,1541062,Donna,,"Colonial Village, Shepherd Park, North Portal Estates",38.9793,-77.0283,Private room,98,1,44,2024-06-10,0.30,2,359,17,Hosted License: 5007242201000328
339208,METRO ACCESSIBLE TWO BEDROOM APT,1722407,Wayne,,"Capitol View, Marshall Heights, Benning Heights",38.89094,-76.93638,Entire home/apt,80,4,164,2024-06-19,1.10,1,282,14,Hosted License: 5007242201000688
355527,Steps for US Capitol .. Library of Congress,1096793,Marina,,"Capitol Hill, Lincoln Park",38.88408,-77.0035,Entire home/apt,205,2,151,2024-04-15,1.01,1,128,4,Hosted License: 5007242201001215
409582,Capitol Hill studio apartment (Eastern Market),2038963,Kelly,,"Capitol Hill, Lincoln Park",38.88306,-76.99497,Entire home/apt,,2,605,2024-05-18,4.07,1,65,27,Hosted License: 5007242101000002
437005,"The Buddha behind the ""Blue Door""",2170422,Greta,,Historic Anacostia,38.86256,-76.98689,Private room,396,31,105,2021-09-23,0.71,2,364,0,
446147,2 Level Modern Condo in City Center,2215579,Vijay,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90549,-77.02847,Entire home/apt,125,150,0,,,1,173,0,
453315,Efficiency suite in Capitol Hill,2252538,Adam And Jen,,"Union Station, Stanton Park, Kingman Park",38.89538,-76.98648,Entire home/apt,95,2,988,2024-06-11,6.70,1,214,69,Hosted License: 5007242201000823
501809,Upstair Private Close to Everything,481929,Chris,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91454,-77.01814,Private room,76,31,35,2023-07-29,0.26,4,311,1,
525672,Capitol Hill-SLPS 4-Walk 2 blk Metro/Cafes,2583808,Desiree,,"Capitol Hill, Lincoln Park",38.88183,-76.98911,Entire home/apt,135,2,267,2024-06-02,1.84,3,326,18,Hosted License: 5007242201002738
538598,Walking Distance to the Capitol!,2645588,Justin,,"Union Station, Stanton Park, Kingman Park",38.89881,-76.99578,Entire home/apt,,30,11,2024-04-29,0.11,1,0,3,Unhosted License: 5007262201002840
542144,Ground floor apartment by Eastern Market metro,2666087,Rhea,,"Capitol Hill, Lincoln Park",38.88745,-76.99293,Entire home/apt,145,31,32,2024-06-07,0.25,1,271,2,
561697,Spacious Downtown DC Apartment,2761762,Russell,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91096,-77.00858,Entire home/apt,126,2,351,2023-11-27,2.42,3,342,15,Hosted License: 5007242201002692
563607,Stylish Studio in Dupont Circle with Washer/Dryer,2771266,Shafiq,,"Dupont Circle, Connecticut Avenue/K Street",38.91563852430024,-77.03795508901203,Entire home/apt,130,1,164,2024-05-27,1.69,2,165,51,Hosted License: 5007242201000536
654835,Georgetown's Chateau Bleu - Prv Rm2,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91504,-77.07064,Private room,139,31,14,2022-05-14,0.10,1,365,0,
660514,"Master Suite- Private Deck, Whirlpool bath",2231801,Juanita,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92539,-77.02934,Private room,75,31,5,2021-09-06,0.07,2,347,0,
660537,Southern Suite,2231801,Juanita,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92632759125191,-77.02766898838884,Private room,60,45,2,2024-06-02,0.22,2,181,2,
688914,Master BR and Bath in Sunny TH,3517743,Kanita,,"Douglas, Shipley Terrace",38.85045,-76.97992,Private room,150,31,10,2024-02-10,0.16,4,293,3,
723716,Apartment near Rock Creek Park,3138065,Steve,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93605,-77.04289,Entire home/apt,66,5,46,2024-05-29,0.42,2,88,20,Hosted License: 5007262201000218
748316,Cozy Cabin in the City on Cap Hill,1399272,Ken,,"Union Station, Stanton Park, Kingman Park",38.89707,-76.9881,Entire home/apt,125,2,754,2024-06-06,5.34,1,301,30,Hosted License: 5007242201000434
763569,Romantic Studio in Perfect Location,738459,Natasha,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93624,-77.05813,Entire home/apt,70,90,18,2023-05-07,0.14,4,313,0,
792286,Quaint 3/2.5 home in Fort Dupont,100727,Capital Vacation,,"Capitol View, Marshall Heights, Benning Heights",38.88023,-76.93999,Entire home/apt,107,3,7,2024-06-08,1.76,2,316,7,Hosted License: 5007242201002072
792578,Lovely Comfortable Home w/FREE PARKING,4027780,Leonard,,"River Terrace, Benning, Greenway, Dupont Park",38.88529,-76.9509,Entire home/apt,400,2,92,2019-04-21,0.67,1,293,0,Hosted License: 6574585512304987
800076,Walkers Paradise  with Private Patio,3885360,Too,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91646194458008,-77.03011322021484,Entire home/apt,146,1,239,2024-06-13,1.74,1,227,14,Hosted License: 5007242201001051
808830,Cozy comfort and convenience in DC,3765717,Jane,,"Cathedral Heights, McLean Gardens, Glover Park",38.92087,-77.07631,Private room,125,1,423,2024-06-07,3.04,1,341,17,Hosted License: 5007242201000557
815855,People's Place 3 - Convention Center,50148,Adreinne,,"Shaw, Logan Circle",38.90881,-77.02255,Entire home/apt,,31,168,2024-02-15,1.23,2,264,4,
828497,"Private floor with 3BR/2BA, free pkg, Metro",3825475,Sheri,,"Friendship Heights, American University Park, Tenleytown",38.94291,-77.07173,Private room,168,3,123,2024-06-09,0.90,1,232,21,Hosted License: 5007242201000639
841260,Metro Style Living in Washington DC,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93719,-77.02335,Private room,39,31,16,2023-12-05,0.12,34,313,2,
842418,Luxury Penthouse in the heart of DC!,2236092,Kristi,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89898,-77.01629,Entire home/apt,150,31,67,2022-06-28,0.48,1,80,0,
860336,Luxury Spacious Master Suite RoofDeck in DuPont,511136,Tommy,,"Dupont Circle, Connecticut Avenue/K Street",38.90847,-77.04681,Private room,153,1,540,2024-06-07,3.91,4,171,34,Hosted License: 5007242201000569
860776,Gorgeous cozy room available in the heart of DC,315148,John,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91785,-77.01498,Private room,35,31,19,2023-12-15,0.21,34,314,3,
861775,Private BR Shared Bath Sunny TH - B,3517743,Kanita,,"Douglas, Shipley Terrace",38.8491,-76.97982,Private room,65,31,24,2024-04-28,0.21,4,320,1,
873182,Spacious English Basement w/ Natural Sun & Parking,4608059,Joy,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95345,-76.99504,Entire home/apt,90,7,48,2024-03-28,0.51,1,254,1,Hosted License: 5007242201001457
883653,Green Historic Mt. Pleasant House,1541121,Asa & Andrea,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9356,-77.04468,Entire home/apt,,4,36,2023-12-30,0.26,1,0,3,Unhosted License: 5007262201000253
886283,Tenleytown/AU Park Basement Apt.,4698675,Katy,,"Friendship Heights, American University Park, Tenleytown",38.94492,-77.09234,Entire home/apt,100,30,56,2024-05-20,0.40,1,47,1,Hosted License: 5007242201001442<br />Unhosted License: 5007262201001443
887461,Cozy room right next to the petworth metro station,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93788,-77.02313,Private room,39,31,18,2023-10-21,0.16,34,195,1,
888029,PERFECT ROOM FOR INTERNS OR STUDENTS,315148,John,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93664,-77.02298,Private room,38,31,17,2024-03-10,0.13,34,321,3,
893529,Chic and in the City Room,4752493,Kristie,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91223,-77.01067,Private room,,31,1,2013-06-15,0.01,1,365,0,
898543,welcome to foggy bottom - on metro!,4795247,Diana,,"West End, Foggy Bottom, GWU",38.90153,-77.05434,Entire home/apt,165,31,164,2023-03-23,1.38,2,50,0,
898544,welcome to the heart of washington,4795247,Diana,,"West End, Foggy Bottom, GWU",38.8996,-77.05277,Entire home/apt,180,31,128,2022-09-16,1.02,2,303,0,
902573,Primo Live-In Office Near Downtown,481929,Chris,,"Shaw, Logan Circle",38.91054,-77.02149,Private room,89,31,23,2016-11-16,0.17,4,363,0,
925318,Basement Studio,4977214,Lisa,,"Brightwood Park, Crestwood, Petworth",38.9413,-77.03284,Entire home/apt,51,31,10,2024-05-04,0.07,1,308,2,
945426,1BR Suite in the Heart of Things,5121445,Rose,,"Friendship Heights, American University Park, Tenleytown",38.9604,-77.08253,Private room,92,2,493,2024-06-17,3.61,1,261,70,Hosted License: 5007242201000371
1026034,Perfect studio in VERY central DC,2070536,Joel,,"Shaw, Logan Circle",38.91007,-77.03316,Entire home/apt,152,2,490,2024-05-26,3.63,2,323,54,Hosted License: 5007242201000142
1092713,Heart DuPont - Deluxe 1BR/1BA/Kitchen/Opt Parking,511136,Tommy,,"Dupont Circle, Connecticut Avenue/K Street",38.90989,-77.04602,Entire home/apt,155,1,454,2024-05-21,3.36,4,168,23,Hosted License: 5007242201000569
1112617,Skylit Studio in Adams Morgan,6105873,John,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91843,-77.04338,Entire home/apt,120,5,195,2024-05-31,1.76,1,31,8,Hosted License: 5007242201003206
1177438,1890s Rowhouse @ Union Inn,6027536,Freddie,,"Union Station, Stanton Park, Kingman Park",38.90419,-77.0022,Entire home/apt,198,2,298,2024-05-31,2.23,3,63,30,Hosted License: 5007242201001550
1205516,02. Small furnished room in Washington,3672670,Dennis,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87164,-77.01247,Private room,70,1,427,2024-06-13,3.17,14,17,50,Hosted License: 5007242201000434
1245292,Railroad Retirement w/Private Bath in Chevy Chase!,5448602,Maureen,,"Hawthorne, Barnaby Woods, Chevy Chase",38.96594,-77.078,Private room,78,31,357,2024-06-06,2.99,4,301,4,
1336217,"Brand New, Full APT Near Georgetown w Free Parking",4928965,Eric,,"Cathedral Heights, McLean Gardens, Glover Park",38.92090039016265,-77.07768982807863,Entire home/apt,203,2,36,2024-06-04,2.95,1,40,36,Hosted License: 5007242201002839
1446230,6 month minimum stay: Exquisite Studio AdMo,3574033,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92806,-77.03796,Entire home/apt,70,60,21,2022-12-18,0.16,1,294,0,
1472332,★Free Parking . Queen Bed Comfy With Patio ★,7882953,Escale,,"North Michigan Park, Michigan Park, University Heights",38.94858,-76.99163,Private room,65,3,89,2024-05-19,0.95,3,329,6,Hosted License: 5007242201002134
1484387,"Master BR (free parking), Columbia Heights",2639916,Georg,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9316,-77.02438,Private room,120,31,16,2015-09-17,0.12,1,365,0,
1488282,"Chic Oasis ♥ Clean, Close to Metro",2629218,Lexie And Graham,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93441,-77.02773,Entire home/apt,118,2,550,2024-06-05,4.19,2,215,54,Hosted License: 5007242201001031
1537822,Park View Apt: kitchen | wifi | garden,8199495,Natalya,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93362,-77.02555,Entire home/apt,106,2,229,2024-06-02,3.63,1,30,45,Hosted License: 5007242201000521
1571112,"Surprisingly Sunny, Arty Apartment",8354112,Marcy,,"Dupont Circle, Connecticut Avenue/K Street",38.91579,-77.04042,Entire home/apt,145,15,140,2024-06-14,1.07,2,210,6,Hosted License: 5007242201001262
1628328,Private row house apartment nestled in Shaw,8654665,Jason & Sandi,,"Shaw, Logan Circle",38.9126,-77.01748,Entire home/apt,150,2,482,2024-06-18,4.10,1,305,47,Hosted License: 5007242201000148
1641184,Peaceful Oasis Near U St/Dupont; Private Bedroom,8713526,M Rae,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92042,-77.03977,Private room,89,31,75,2023-08-31,0.58,1,297,1,
1667080,Private & Comfortable NoMa Studio,8828921,Tony,,"Union Station, Stanton Park, Kingman Park",38.90438,-77.00177,Entire home/apt,125,2,308,2024-06-13,2.38,1,72,40,Hosted License: 5007242201000353
1688139,Super Sunny Studio AdMo,476581,KoKo,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91897,-77.0464,Entire home/apt,89,60,21,2023-05-25,0.17,1,202,0,
1750913,Stunner on the Hill-Historic Rowhome Capitol Hill,9210898,Edmund,,"Union Station, Stanton Park, Kingman Park",38.896683,-77.0008129,Entire home/apt,,2,22,2024-05-27,1.62,1,1,16,Unhosted License: 5007262201002579
1761677,"Classic scandinavian, kid haven",9260186,Maj,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92918,-77.04035,Entire home/apt,496,3,158,2024-05-27,1.24,1,270,32,Hosted License: 5007242201000268
1789722,Top Listing! Large 1BR Zen Boutique,9391057,Jenny,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93118,-77.03811,Entire home/apt,172,2,463,2024-05-19,3.56,2,148,35,Hosted License: 5007242201000979
1806338,Exceptionally large and bright  bedroom,9462131,Marina,,"Capitol Hill, Lincoln Park",38.88981,-76.98762,Private room,97,4,114,2024-05-29,0.91,2,215,29,Hosted License: 5007242201000200
1813962,DC-Logan Circle/14th St - Large 1BD,3045892,Francisco,,"Shaw, Logan Circle",38.90807,-77.03174,Entire home/apt,130,31,24,2024-05-06,0.19,1,193,1,
1821276,Samurai themed room next to metro,7042945,RoDeece,,"Douglas, Shipley Terrace",38.84136,-76.97888,Private room,29,31,143,2024-04-15,1.11,2,120,2,
1824864,Gracie's Place on Capitol Hill,9550761,Sheila,,"Union Station, Stanton Park, Kingman Park",38.89864,-76.987747,Entire home/apt,,2,190,2024-06-10,1.47,1,306,64,Hosted License: 5007242201001750
1825234,Cozy 1BR 1BA Westend gym pool,4176601,Y-C,,"West End, Foggy Bottom, GWU",38.90566,-77.05131,Private room,150,365,11,2015-04-07,0.09,1,365,0,
1838623,Furnished Private Room South of Takoma D.C.,9542055,Diane,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96885,-77.00968,Private room,22,31,16,2024-04-29,0.21,2,138,3,
1841397,Furnished Large Private Room S. of Takoma D.C.,9542055,Diane,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96971,-77.00793,Private room,32,31,18,2022-05-07,0.15,2,97,0,
1860120,Pet Friendly Private BSMT w/Parking & Backyard,10470695,Miguel,,"Brightwood Park, Crestwood, Petworth",38.94334,-77.01426,Entire home/apt,96,2,204,2024-05-27,2.13,1,80,19,Hosted License: 5007242201000358
1865861,House near downtown DC,3138065,Steve,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93584,-77.04107,Entire home/apt,169,7,17,2024-06-17,0.28,2,87,4,Unhosted License: 5007262201000218
1901631,2BR/1BA Guest Suite - Union Station,9011212,David,,"Union Station, Stanton Park, Kingman Park",38.90192,-77.00103,Entire home/apt,137,30,196,2024-05-27,1.57,3,50,6,Hosted License: 5007242201001752<br />Unhosted License: 5007242201001753
1936134,Modern DC Northwest Apartment with Parking Spot,10017900,Elizabeth,,"North Cleveland Park, Forest Hills, Van Ness",38.95442,-77.07159,Entire home/apt,149,3,267,2024-06-09,2.22,1,249,22,Hosted License: 5007242201000526
1997483,Top Two Floors - Vet Owned - 3 blocks to Capitol,10292686,Capitol Hill Stay,,"Capitol Hill, Lincoln Park",38.890140533447266,-77.00020599365234,Entire home/apt,204,31,26,2022-01-17,0.26,19,322,0,
2033421,Room in Renovated DC Rowhome (Nearly Private Home),3331633,Joe,,"Brookland, Brentwood, Langdon",38.91881,-76.9861,Private room,,70,81,2023-07-15,0.72,2,365,1,
2060129,3 blocks to Capitol - Great Neighborhood- Gorgeous,10292686,Capitol Hill Stay,,"Capitol Hill, Lincoln Park",38.89068,-77.00155,Entire home/apt,175,31,25,2022-06-18,0.24,19,264,0,
2098615,Cozy Pied-à-Terre @ Union Inn,6027536,Freddie,,"Union Station, Stanton Park, Kingman Park",38.9042,-77.00228,Entire home/apt,180,2,167,2024-05-26,1.33,3,71,15,Exempt
2111965,Large bedroom in Cozy brick house,9354986,Jonathon,,"Takoma, Brightwood, Manor Park",38.96725,-77.02451,Private room,70,1,27,2024-04-03,0.23,5,332,4,Hosted License: 5007242201001133
2115421,"Nice room for rent on 18th st, few mins to Dupont",315148,John,,"Dupont Circle, Connecticut Avenue/K Street",38.90645,-77.03694,Private room,55,31,10,2024-05-31,0.29,34,294,1,
2198232,Secure Deluxe Room,11190236,Ruben,,"Brightwood Park, Crestwood, Petworth",38.94465,-77.01808,Private room,74,2,253,2024-06-05,2.03,1,61,32,Hosted License: 5007242201002192
2241400,"Modern, central studio with it all!",774839,Jed,,"Shaw, Logan Circle",38.9136,-77.02838,Entire home/apt,120,28,78,2024-06-08,0.62,1,179,9,Exempt
2263350,Renovated Condo in the Heart of DuPont Circle- 2 blks to Metro,17633,Charlotte,,"Dupont Circle, Connecticut Avenue/K Street",38.90887,-77.04234,Entire home/apt,121,31,93,2022-05-20,0.75,28,187,0,
2277705,Charming Lincoln Park Apartment!,11630609,Steven And Stephanie,,"Capitol Hill, Lincoln Park",38.8892,-76.98778,Entire home/apt,160,3,372,2024-06-15,2.96,1,126,26,Hosted License: 5007242201000882
2285431,Beautiful Sunny Primary Bedroom Suite w/ Balcony,743745,Louisa,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91105,-77.08691,Private room,110,2,24,2024-06-12,0.27,1,210,20,Hosted License: 5007242201001142
2304761,Lovely private room close to Dupont circle,315148,John,,"Dupont Circle, Connecticut Avenue/K Street",38.91496,-77.0425,Private room,55,31,11,2023-08-15,0.12,34,308,1,
2308259,Beautiful 2 bedroom garden apt. in Georgetown,11788216,Samia,,"Georgetown, Burleith/Hillandale",38.90538,-77.06741,Entire home/apt,,3,129,2024-06-02,1.03,1,110,1,Hosted License: 5007242201002328
2318183,Guest Suite in Columbia Heights-Noel's Place,8041566,Chris,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93443,-77.03307,Entire home/apt,115,2,46,2024-06-15,0.38,1,81,6,Unhosted License: 5007262201000406
2340172,Delightful historic flat minutes from Capitol Hill,4073665,Sara,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87172,-76.97188,Entire home/apt,200,2,84,2024-06-14,1.33,1,32,15,Hosted License: 5007242201003243
2343987,Bedroom in Capitol Hill row-house,11970274,Michael,,"Union Station, Stanton Park, Kingman Park",38.89689,-76.99644,Private room,86,2,502,2024-06-06,3.99,1,270,62,Exempt
2361802,Historic Home steps from Capitol,12062787,Shana,,"Capitol Hill, Lincoln Park",38.88277,-77.00837,Entire home/apt,,3,355,2023-09-03,2.83,1,0,10,Hosted License: 5007242201001242
2365726,One Bedroom for Rent in Rowhouse,6355960,Matthew,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9171,-77.00075,Private room,59,2,139,2024-06-02,1.12,3,302,19,Hosted License: 5007242201000672
2466942,Cozy Colonial N Convenient Location,12615669,Susanne,,"Colonial Village, Shepherd Park, North Portal Estates",38.98661,-77.03505,Private room,160,7,56,2024-04-07,0.45,1,340,2,Hosted License: 5007242201000377
2476761,Blazing WIFI 3 blocks to Capitol Gorgeous E Cap St,10292686,Capitol Hill Stay,,"Capitol Hill, Lincoln Park",38.89013,-77.00026,Entire home/apt,258,31,71,2023-08-31,0.71,19,321,1,
2477325,Bedroom in NW DC,11559071,Alex,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90641,-77.01277,Private room,99,2,313,2024-05-18,2.50,3,163,20,Hosted License: 5007242201001647
2477330,Cool small bedroom: most cntrl part of DC,11559071,Alex,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90588,-77.01133,Private room,88,2,319,2024-06-13,2.55,3,329,16,Hosted License: 5007242201001647
2479145,Sunny Studio in elegant area of DC,3311328,Darilla,,"Friendship Heights, American University Park, Tenleytown",38.9499,-77.09267,Entire home/apt,,120,1,2016-08-06,0.01,2,274,0,
2483191,Private room with single bed for solo guest,1569728,V,,"Mayfair, Hillbrook, Mahaning Heights",38.90038,-76.94362,Private room,27,31,30,2023-09-16,0.24,3,238,2,
