id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
49499457,Shaw's Best One Bedroom Apartment,399217548,Whyle,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91951,-77.02487,Entire home/apt,159,30,1,2024-06-01,1,4,321,1,Exempt
49509893,Dupont Retreat,87582498,Sandy,,"Dupont Circle, Connecticut Avenue/K Street",38.91418,-77.04078,Entire home/apt,120,3,68,2024-06-02,2.69,1,29,35,Hosted License: 5007242201001277
49532596,"Trendy,Spacious Home w/Parking in Perfect Location",182077229,Sina,,"Union Station, Stanton Park, Kingman Park",38.89469,-76.98333,Entire home/apt,233,2,54,2024-03-23,1.44,3,307,9,Hosted License: 5007242201001630
49544329,Comfortable English Basement Suite w/ Free Parking,210785866,Andrew,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92212,-77.0034,Entire home/apt,86,1,159,2024-06-05,4.21,1,131,44,Hosted License: 5007242201001065<br />Unhosted License: 5007262201001066
49544828,The Little Nest! Charming Brookland Guest Suite+ P,46630199,Home Sweet City,,"Brookland, Brentwood, Langdon",38.92327,-76.99248,Entire home/apt,87,3,123,2024-06-17,3.27,81,146,38,Hosted License: 5007242201000165
49550796,Clean and quiet. Dupont 1Br,13242357,Ryan,,"Dupont Circle, Connecticut Avenue/K Street",38.90845,-77.0474,Entire home/apt,169,2,142,2024-06-14,3.75,1,149,48,Hosted License: 5007242201000338
49550853,"Beautiful 2 BR Apt, near all sites + Free Parking",349251028,Anthony,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90355,-77.02044,Entire home/apt,175,1,190,2024-06-06,5.03,5,89,74,Exempt
49565651,Sojourn the Luxe Collection,39930655,Sojourn,,"Shaw, Logan Circle",38.90728,-77.02395,Entire home/apt,,180,0,,,199,365,0,
49568217,"Beautiful, light, bright apartment",29656215,Richard,,"Brightwood Park, Crestwood, Petworth",38.94512,-77.01696,Entire home/apt,125,2,125,2024-06-19,3.33,1,63,46,Hosted License: 5007242201000372<br />Unhosted License: 5007262201000373
49588882,Bloomingdale Beauty - Sleeps 4 in Style!,46630199,Home Sweet City,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91271,-77.00941,Entire home/apt,161,3,87,2024-06-13,2.29,81,131,32,Hosted License: 5007242201001954
49611274,Beautiful 2 BR steps from House of Representatives,39930655,Sojourn,,"Capitol Hill, Lincoln Park",38.88683,-77.00416,Entire home/apt,235,2,50,2024-06-01,2.65,199,257,49,Exempt
49615870,Sojourn 1 Bedroom with Private Patio across from H,39930655,Sojourn,,"Capitol Hill, Lincoln Park",38.88503,-77.00622,Entire home/apt,167,31,2,2023-07-16,0.13,199,327,1,
49615874,Sojourn on Capitol Hill,39930655,Sojourn,,"Capitol Hill, Lincoln Park",38.88689,-77.00483,Entire home/apt,192,31,1,2021-12-18,0.03,199,192,0,
49615879,Sojourn Penthouse with Private Patio,39930655,Sojourn,,"Capitol Hill, Lincoln Park",38.88485,-77.00646,Entire home/apt,167,31,0,,,199,305,0,
49627173,Whittier St Retreat - Entire floor of house,5556571,Chris,,"Takoma, Brightwood, Manor Park",38.97218,-77.02083,Private room,75,31,1,2021-05-11,0.03,1,364,0,
49632310,Modern Colonial Bungalow in Washington DC 🇺🇸,116245550,Ryan,,"Woodridge, Fort Lincoln, Gateway",38.9359,-76.96481,Entire home/apt,223,31,12,2022-05-04,0.36,1,365,0,
49634767,Beautiful 1-BDRM Apartment in DC with Parking,85373679,Dami,,"Congress Heights, Bellevue, Washington Highlands",38.83405,-76.99779,Entire home/apt,65,1,65,2024-06-03,1.71,2,34,3,Hosted License: 5007252304000384
49638218,Beautifully Renovated DuPont Circle Studio,35328672,Jay,,"Dupont Circle, Connecticut Avenue/K Street",38.916378,-77.038155,Entire home/apt,129,1,181,2024-05-19,4.85,3,299,60,Exempt
49656082,Beautiful 1-BDRM Basement Apartment w/ Parking,85373679,Dami,,"Congress Heights, Bellevue, Washington Highlands",38.83321,-77.00005,Entire home/apt,60,1,49,2024-05-03,1.30,2,107,6,Hosted License: 5007242201000587
49660033,The Half Note Bedroom at HUM District Music,19744534,Ben,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.934,-77.02851,Private room,59,1,363,2024-06-17,9.60,2,40,126,Hosted License: 5007242201000176
49660212,The Quarter Note Bedroom at HUM District Music,19744534,Ben,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93272,-77.03058,Private room,59,1,375,2024-06-18,9.87,2,44,125,Hosted License: 5007242201000176
49670688,Renovated Private 2BR Apartment in Dupont Circle,26279213,Chris,,"Dupont Circle, Connecticut Avenue/K Street",38.90945,-77.0489,Entire home/apt,273,1,194,2024-06-14,5.14,1,131,53,Hosted License: 5007242201000130
49671219,Room in 4BD apt across from Stadium Armory metro,303101466,Grace,,"Capitol Hill, Lincoln Park",38.88609,-76.97824,Private room,45,31,4,2022-09-30,0.11,3,230,0,
49675441,"DC hideaway (family friendly, close to 14th St)",1809672,Ari,,"Brightwood Park, Crestwood, Petworth",38.93761,-77.03375,Entire home/apt,117,2,130,2024-06-05,3.59,1,215,34,Hosted License: 5007242201001830
49703312,Sun-filled master BR in urban oasis (Room 1),47115433,LaToya,,"Eastland Gardens, Kenilworth",38.90407,-76.9429,Private room,36,31,9,2023-12-17,0.27,2,223,2,
49710453,A Classy Corner of DC // Minutes walk to Dupont Circle,400922360,Ammar,,"Dupont Circle, Connecticut Avenue/K Street",38.91244,-77.04742,Entire home/apt,171,2,164,2024-06-15,4.33,1,217,45,Hosted License: 5007242201000535
49760565,Sojourn on 19th-8,39930655,Sojourn,,"Dupont Circle, Connecticut Avenue/K Street",38.91472,-77.0425,Entire home/apt,,31,23,2024-05-10,0.70,199,328,11,Exempt
49814863,Best Waterfront DC,67948802,Shaun,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87481,-77.01601,Entire home/apt,225,31,4,2024-06-09,0.12,1,301,2,
49814924,U Street Corridor / 2 Bedrooms,44535307,James,,"Dupont Circle, Connecticut Avenue/K Street",38.9176,-77.03966,Entire home/apt,200,31,4,2024-05-03,0.11,3,67,3,
49837976,Two Blocks From Metro! OFF STREET PARKING!,183421640,Nicholas,,"Capitol View, Marshall Heights, Benning Heights",38.89071,-76.93413,Entire home/apt,95,2,30,2024-04-29,0.87,1,279,9,Hosted License: 5007242201001578
49838391,Sophisticated Georgetown home,17633,Charlotte,,"Georgetown, Burleith/Hillandale",38.90787,-77.05779,Entire home/apt,372,31,1,2022-01-02,0.03,28,58,0,
49846192,Logan Circle,25582718,Hudson,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91413,-77.0288,Entire home/apt,274,2,204,2024-06-16,5.79,1,212,64,Hosted License: 5007242201001265
49847814,"Blueground | Mt Vernon, gym, nr Georgetown Law",107434423,Blueground,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90072,-77.01875,Entire home/apt,151,32,2,2024-04-21,0.09,156,146,1,
49847966,"Blueground | Mt Vernon, pool, nr Georgetown Law",107434423,Blueground,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90072,-77.01875,Entire home/apt,170,32,0,,,156,183,0,
49854819,DesignerFlat Nestled Between Dupont&Logan Circles,402065431,Lucas,,"Shaw, Logan Circle",38.91045,-77.03372,Entire home/apt,159,2,147,2024-06-14,3.91,2,239,37,Hosted License: 5007242201001955
49900745,Generator DC - Deluxe King Room,324906850,Generator,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91705,-77.04761,Private room,,1,28,2023-11-25,0.78,6,273,10,Exempt
49900831,Generator DC - Superior King Room,324906850,Generator,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91681,-77.04649,Private room,235,1,125,2024-05-01,4.97,6,277,46,Exempt
49929890,Capitol Hill Private Unit,161599427,Nayong And Fred,,"Capitol Hill, Lincoln Park",38.88753,-76.99777,Entire home/apt,109,1,215,2024-06-20,5.82,2,64,62,Hosted License: 5007262201001985<br />Unhosted License: 5007262201002768
49932041,"Chic 1BR in Historic
Capitol Hill Rowhouse",43949129,Torrey And Rob,,"Union Station, Stanton Park, Kingman Park",38.89308,-76.99338,Entire home/apt,152,2,156,2024-05-31,4.47,1,99,47,Hosted License: 5007242201001030
49962519,"Large, 3 Level, Light-filled Columbia Heights Home",2031491,Richard,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92511,-77.02316,Entire home/apt,,2,27,2024-04-28,0.74,1,2,13,Unhosted License: 5007262201000506
49966555,Newly Renovated 1-BR Rental in Great Location,2139705,Aisha,,"Brookland, Brentwood, Langdon",38.92719,-76.97103,Entire home/apt,110,31,0,,,1,292,0,
49995888,Spacious Modern Home,79931328,Shade,,"Capitol View, Marshall Heights, Benning Heights",38.88879,-76.92159,Entire home/apt,175,4,41,2024-05-29,1.18,1,318,13,Exempt
49998226,1 bed / 1 bath first floor unit  @HomeonHigh_,403217194,David,,"Sheridan, Barry Farm, Buena Vista",38.86098,-76.98992,Entire home/apt,105,3,52,2024-06-04,1.43,2,166,31,Hosted License: 5007242201002104
50030333,Cozy 1BD Apt in Adams Morgan - Prime Location.,88457546,Eric,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92161,-77.04096,Entire home/apt,141,1,151,2024-05-27,4.05,1,290,59,Hosted License: 5110511023000001
50049004,Modern D.C. home,61376819,Danielle,,"River Terrace, Benning, Greenway, Dupont Park",38.88338,-76.95967,Entire home/apt,129,2,104,2024-06-17,4.42,1,43,58,Hosted License: 5007242201001995
50050445,Small cozy private room,44949993,Mike,,"Howard University, Le Droit Park, Cardozo/Shaw",38.92663,-77.02184,Private room,45,31,6,2023-06-18,0.16,11,309,0,
50062695,"Spacious, Relaxing, 4 Bd 3.5 Ba Home In Petworth!",100727,Capital Vacation,,"Brightwood Park, Crestwood, Petworth",38.946878888955794,-77.02252230653896,Entire home/apt,162,4,21,2024-06-20,0.57,2,312,13,Hosted License: 5007242201002072
50067375,"Modern Apt, Sleeps 4, Walk to Metro, Zoo + Parking",403856732,Eileen And Kevin,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93642,-77.061279,Entire home/apt,141,2,127,2024-06-03,3.53,1,270,39,Hosted License: 5007242201001049
50067533,StayAttache and StayJoyful in Capitol Hill,7650266,Stay Attache,,"Capitol Hill, Lincoln Park",38.8808,-76.99996,Entire home/apt,198,31,0,,,25,306,0,
50083740,StayAttache and StayJoyful in Capitol Hill,7650266,Stay Attache,,"Capitol Hill, Lincoln Park",38.88037,-76.99488,Entire home/apt,198,31,0,,,25,325,0,
50092809,Beautiful 2 bedroom apt. King bed-chic and cozy,21570891,Marsh,,"Georgetown, Burleith/Hillandale",38.90529,-77.0622,Entire home/apt,145,1,302,2024-06-14,8.14,14,41,99,Exempt
50111565,Cap Hill/H Street...Entire Apartment,28254191,Adam,,"Union Station, Stanton Park, Kingman Park",38.89909,-77.00059,Entire home/apt,230,2,237,2024-06-04,6.41,1,277,75,Hosted License: 5007242201001106
50778533,Brookland Single family home with parking,34607703,Janesh,,"Brookland, Brentwood, Langdon",38.92714,-76.98619,Entire home/apt,239,2,102,2024-06-17,2.92,1,127,27,Hosted License: 5007242201000877
50117482,Spacious DT 1 BR Apt near all tourist sites,349251028,Anthony,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90541,-77.01973,Entire home/apt,132,1,145,2024-05-26,3.92,5,150,43,Exempt
50118917,Luxury spacious charming DC row house + parking,404404580,Maria,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86602,-76.97633,Entire home/apt,377,2,75,2024-06-06,2.08,2,177,22,Hosted License: 5007242201000886<br />Unhosted License: 5007262201000887
50119096,Newly Renovated Bright & Spacious Apartment,10208831,Rob,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90449523925781,-76.98650360107422,Entire home/apt,193,1,67,2024-06-11,4.32,1,9,49,Hosted License: 5007242201002607
50132745,Simple NW one bedroom private  bathroom,179956839,Milton,,"Brightwood Park, Crestwood, Petworth",38.937537363639215,-77.03292897072028,Private room,68,1,43,2024-06-02,3.66,3,77,43,Exempt
50137546,"★❣❣❣★ Cozy Private Room, Self Check in / out!!!",238728111,Annie,,"Shaw, Logan Circle",38.91317,-77.02154,Private room,96,1,65,2024-06-16,1.76,5,171,25,Hosted License: 5007242201001636<br />Unhosted License: 5007262201001637
50137730,"B01 Peaceful, Convenient PR- Self Check In & Out!",26180779,Will,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92724,-77.03034,Private room,87,1,89,2024-05-08,2.43,9,142,29,Hosted License: 5007242201001423<br />Unhosted License: 5007262201001424
50151261,Spacious 2 Bedroom MODERN Condo with Free Parking!,62433709,Sheila,,"Congress Heights, Bellevue, Washington Highlands",38.83744,-77.00131,Entire home/apt,204,3,106,2024-06-19,2.86,1,354,18,Hosted License: 5007242201000093<br />Unhosted License: 5007262201000094
50154232,Historic Eco Rowhome Near Union Station,96456433,Jenna,,"Union Station, Stanton Park, Kingman Park",38.901733,-76.999786,Entire home/apt,,3,59,2024-05-19,1.59,9,186,9,Hosted License: 5007242201000099
50165737,DC Shaw's Spacious Condo w/ a Paris-Themed Suite,404766802,Jason,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.911647484771485,-77.0166807214745,Entire home/apt,148,2,111,2024-06-01,3.19,1,70,40,Hosted License: 5007242201000903
50172581,Lovely two bedroom condo.,268173853,Kim,,"Capitol Hill, Lincoln Park",38.88269835326428,-76.98148147082159,Entire home/apt,175,31,0,,,1,321,0,
50189233,Fantastic 1 BR w/ Private Patio Parking Available,39930655,Sojourn,,"Capitol Hill, Lincoln Park",38.88688,-77.00615,Entire home/apt,204,1,72,2024-05-22,2.02,199,327,23,Exempt
50189968,Charming 1 BR Apt in Vibrant Dupont Circle,65677230,Daniel,,"Dupont Circle, Connecticut Avenue/K Street",38.915374755859375,-77.03600311279297,Entire home/apt,258,1,162,2024-06-09,4.75,1,171,60,Hosted License: 5007242201000721
50215454,Spacious Victorian + Carriage House,8165015,Saad,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91555,-77.02388,Entire home/apt,304,1,67,2024-06-20,1.82,1,0,24,Hosted License: 5007242201001129<br />Unhosted License: 5007262201001130
50223391,Historic Carriage House on Capitol Hill w/Parking,405397184,Jenifer,,"Capitol Hill, Lincoln Park",38.88505,-77.00147,Entire home/apt,194,2,134,2024-06-05,3.71,1,44,50,Hosted License: 5007242201002343
50245979,"★❣❣❣★ Elegant Private Room, Self Check in / out !",238728111,Annie,,"Shaw, Logan Circle",38.91354,-77.02165,Private room,97,1,42,2024-05-26,1.15,5,167,16,Hosted License: 5007242201001636<br />Unhosted License: 5007262201001637
50246179,"★❣❣❣★ Modern Private Room, Self Check in / out !",238728111,Annie,,"Shaw, Logan Circle",38.91318,-77.0196,Private room,96,1,67,2024-06-19,1.84,5,179,32,Hosted License: 5007242201001636<br />Unhosted License: 5007262201001637
50246213,"★❣❣❣★ Peaceful Private Room, Self Check in / out!!",238728111,Annie,,"Shaw, Logan Circle",38.91287,-77.01967,Private room,94,1,66,2024-06-13,1.83,5,172,21,Hosted License: 5007242201001636<br />Unhosted License: 5007262201001637
50246239,"★❣❣❣★ Spacious Private Room, Self Check in / out!!",238728111,Annie,,"Shaw, Logan Circle",38.91211,-77.02184,Private room,94,1,82,2024-06-15,2.22,5,174,39,Hosted License: 5007242201001636<br />Unhosted License: 5007262201001637
50282392,Modern D.C. Retreat w/ Private Outdoor Space!,122382567,Evolve,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91619,-77.01577,Entire home/apt,204,3,53,2024-06-08,1.45,30,254,9,Hosted License: 5007262201002133
50285306,"Adams Morgan, Charming, 1 Bedroom Walk Everywhere!",87977393,April,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.922178684105255,-77.04472656736144,Entire home/apt,129,2,273,2024-06-14,7.42,5,318,86,Exempt
50289496,✨✨✨🌸Kenilworth Park Oasis Near Aquatic Gardens🌸✨✨✨,8803996,Malikat,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89241,-76.91822,Entire home/apt,121,31,6,2021-11-22,0.17,1,81,0,
50315318,"Capitol Chill, local living in a bright/calm APT",17922516,Caiti,,"Union Station, Stanton Park, Kingman Park",38.89762,-76.98586,Entire home/apt,112,2,41,2024-05-25,1.41,1,256,23,Hosted License: 5007242201000366
50320058,D.C. Rock Creek Hideaway,120149490,Bryan,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93326,-77.04514,Entire home/apt,175,2,66,2024-05-25,2.37,1,90,28,Hosted License: 5007242201000354
50327507,Beautiful and Secured Home,371555289,Helen,,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",38.85289,-76.96656,Entire home/apt,199,31,10,2022-05-31,0.27,1,365,0,
50329912,Walk to WhiteHouse from an Exceptional PH 2BR Apt.,289259344,Douglas,,"Dupont Circle, Connecticut Avenue/K Street",38.90428,-77.0373,Entire home/apt,362,2,165,2024-06-13,4.64,19,230,40,Exempt
50333233,Cozy room Washington DC near metro [4],182305052,Sofi,,"Capitol View, Marshall Heights, Benning Heights",38.88958,-76.93651,Private room,43,1,88,2024-05-27,2.39,5,46,28,Hosted License: 5007242201000281
50333334,Cozy room washing Dc near metro (9),182305052,Sofi,,"Capitol View, Marshall Heights, Benning Heights",38.88941,-76.93575,Private room,48,1,43,2024-05-24,2.89,5,58,30,Hosted License: 5007242201000281
50348660,Your DC Home away from Home,9691027,Uri,,"Takoma, Brightwood, Manor Park",38.96503,-77.0219,Entire home/apt,320,31,0,,,1,270,0,
50356121,Modern English Basement,169109637,Tiffy,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90625,-77.01215,Entire home/apt,109,3,127,2024-06-18,3.58,1,307,32,Hosted License: 5007242201000587
50356183,Spacious Glamour in Shaw/Convention Ctr/DWTN APT,27837666,John,,"Shaw, Logan Circle",38.90831,-77.02507,Entire home/apt,181,1,263,2024-06-19,7.21,1,66,87,Hosted License: 5007242201000493
50357674,★★Upscale PRIVATE room in DC Shaw #1★★,26389480,Wilson,,"Shaw, Logan Circle",38.90875728615536,-77.02406937752984,Private room,108,1,113,2024-06-13,3.09,17,175,32,Exempt
50370721,Luxe Condo in the Heart of Georgetown with 2BR/2BA,19829396,Adrienne,,"Georgetown, Burleith/Hillandale",38.90421,-77.06007,Entire home/apt,215,180,0,,,2,324,0,
50380736,LARGE 1 BR Capitol Hill Home nr H Street w/Parking,23556804,Tristram,,"Union Station, Stanton Park, Kingman Park",38.89983,-76.99073,Private room,100,31,0,,,1,320,0,
50394268,Beautiful & Modern-near Subway/Shopping/Parking!,46630199,Home Sweet City,,"Brightwood Park, Crestwood, Petworth",38.93794,-77.03619,Entire home/apt,199,3,55,2024-05-15,1.60,81,161,21,Hosted License: 5007242201000675
50397883,"Central Location *Large & Modern* Gem
No Clean Fee",14653276,Ali,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91751,-77.02067,Entire home/apt,155,5,85,2024-06-13,2.43,1,141,21,Hosted License: 5007242201001575
50402684,Perfectly Located H-Street/Cap Hill Oasis,402727736,Caroline,,"Union Station, Stanton Park, Kingman Park",38.9029,-76.99849,Entire home/apt,100,31,45,2023-11-24,1.25,1,141,1,
50417461,Sojourn on 17th | Pets Welcome,39930655,Sojourn,,"Dupont Circle, Connecticut Avenue/K Street",38.91259,-77.03756,Entire home/apt,137,31,48,2023-05-24,1.38,199,262,0,Exempt
50438579,Spacious 2 BR -Private Entrance - steps from U St,407496166,Cheryl,,"Shaw, Logan Circle",38.91389465332031,-77.0252685546875,Entire home/apt,185,1,268,2024-06-20,7.47,1,25,86,Hosted License: 5007242100000012
50445835,"Modern Zen Hideaway:Free Parking, Remote Work 2BR",203981683,Martin,,"Woodridge, Fort Lincoln, Gateway",38.92857,-76.95943,Entire home/apt,122,4,62,2024-06-18,1.74,2,309,7,Hosted License: 5007242201001378<br />Unhosted License: 5007262201001379
50498311,"Stylish 1BR oasis with AC, laundry, next to park!",19214127,David,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91699,-77.01077,Entire home/apt,113,3,131,2024-06-09,3.65,5,288,47,Hosted License: 5007242201002054
50499105,"Private bath, peace community, twin/sofa beds, cat",4254411,Carole,,"Georgetown, Burleith/Hillandale",38.911541,-77.068665,Private room,80,3,105,2024-06-01,2.87,4,3,26,Exempt
50520639,Modern | Private | Logan Circle | Free Parking,286957279,Ryan,,"Shaw, Logan Circle",38.90854,-77.02491,Entire home/apt,148,2,176,2024-06-18,4.90,1,299,68,Hosted License: 5007242201000101
50525956,Sojourn on 17th | Pets Welcome,39930655,Sojourn,,"Dupont Circle, Connecticut Avenue/K Street",38.91348,-77.03964,Entire home/apt,,31,28,2023-05-20,0.78,199,325,0,Exempt
50545033,"Mellow travelers welcome, share bathroom, friendly",4254411,Carole,,"Georgetown, Burleith/Hillandale",38.911541,-77.068665,Private room,,3,144,2024-06-12,3.96,4,0,46,Exempt
50549572,🌟Lux Studio w/Rooftop in the ❤️ of DC  🌟,30005195,Lonnice,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92941,-77.02508,Entire home/apt,104,31,22,2021-12-27,0.61,1,139,0,
50574502,Charming & Walkable Apartment w/ Patio - Sleeps 4,228007700,Edward,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93222,-77.04255,Entire home/apt,139,2,168,2024-06-14,4.65,1,49,66,Hosted License: 5007242201001175
50593806,Lovely  new 1 BR Condo with modern kitchen,408774276,Nas,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90447,-77.02309,Entire home/apt,140,31,37,2022-08-29,1.02,1,46,0,
50613169,Luxe 3BR+Parking in Heart of DC | Steps to Metro,11028246,Jo,,"Brightwood Park, Crestwood, Petworth",38.944153382293386,-77.02679269015789,Entire home/apt,266,2,29,2024-05-28,0.80,4,174,6,Hosted License: 5007242201000738
50617993,Chic and Comfy Petworth Townhome,3841035,Mark And Christina,,"Brightwood Park, Crestwood, Petworth",38.94884,-77.0241,Entire home/apt,200,4,24,2024-04-21,0.68,2,14,8,Hosted License: 5007242201000580
50651642,Charming & Convenient Suite in Petworth w/ Parking,663380,Scott,,"Brightwood Park, Crestwood, Petworth",38.93871,-77.02787,Entire home/apt,113,2,133,2024-06-19,3.73,1,42,53,Hosted License: 5007242201000456<br />Unhosted License: 5007262201000457
50658643,Chevy Chase 4 BR/2 offices Comfortable + inviting,409137827,Jack,,"Hawthorne, Barnaby Woods, Chevy Chase",38.96954,-77.073936,Entire home/apt,308,3,39,2024-06-01,1.09,2,312,17,Hosted License: 5007242201001649
50676686,Sophisticated Stay in DC:Near Smithsonian Museum,25138314,RoomPicks By Antony,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89553047611463,-77.01326442489692,Private room,303,1,29,2024-06-09,0.85,1,162,4,Exempt
50677369,Excellent location close to Union Market,86206863,Ynty,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90323,-76.98529,Entire home/apt,95,3,82,2024-06-03,2.33,1,158,14,Hosted License: 5007242201000690
50682965,Comfortable & Spacious Guest Suite in Townhouse,2627841,Drew,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90985,-77.01046,Entire home/apt,137,2,100,2024-06-08,2.77,1,77,39,Hosted License: 5007242201000778
50695713,Mid-Century Townhome Steps from Restaurants,3532124,District Cottage,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93061,-77.02177,Entire home/apt,,1,146,2024-04-25,4.04,3,157,33,Hosted License: 5007242201000488
50700533,COZY CONDO / 14TH AND U NEIGHBORHOOD,113535536,Bob,,"Dupont Circle, Connecticut Avenue/K Street",38.91541,-77.03572,Entire home/apt,80,31,8,2024-05-17,0.26,1,193,1,
50713965,Destination: DC - Luxury Condo in Union Market,64341138,Cassidy,,"Union Station, Stanton Park, Kingman Park",38.90464035293756,-76.99905047048198,Entire home/apt,154,31,0,,,1,322,0,Exempt
50719072,Private BR w Parking + Private Bath near Petworth,57511692,Lea,,"Takoma, Brightwood, Manor Park",38.95643,-77.00948,Private room,52,32,4,2023-12-18,0.12,1,102,1,
50733800,Adorable English Basement on 15th St,2298713,Alexander,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91844,-77.03342,Entire home/apt,109,1,189,2024-05-22,5.39,1,101,60,Hosted License: 5007242201000561
50746080,Hilltop Hideaway,28274998,Rhianna,,"Capitol View, Marshall Heights, Benning Heights",38.87925,-76.94228,Entire home/apt,210,1,183,2024-06-10,5.13,11,172,38,Hosted License: 5007242201000824<br />Unhosted License: 5007262201000825
50751282,Modern Private 1 Bedroom Basement Apartment,33522984,Nerece,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93092,-77.02033,Entire home/apt,130,3,62,2024-06-06,1.83,1,71,12,Hosted License: 5007242201001218
50772751,"The Bangor D.C., Cozy Basement Apartment w/Kitchen",136047340,Juan,,Historic Anacostia,38.86107,-76.98585,Private room,80,1,113,2024-03-31,3.25,1,176,10,Hosted License: 5007242201001718
50781156,District experience 1BR / 1BA,269872084,Daniela,,"Friendship Heights, American University Park, Tenleytown",38.95852,-77.08419,Entire home/apt,150,3,90,2024-06-09,2.49,2,321,20,Hosted License: 5007242201001103
50847232,Newly Renovated - Fantastic Neighborhood - Parking,31791599,Suzanne,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91622,-77.02879,Entire home/apt,308,2,148,2024-06-09,4.50,1,334,60,Hosted License: 5007242201000035<br />Unhosted License: 5007262201000036
50856741,Family apt full kitchen FREE parking & fast wifi,23805559,Michael,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92247,-77.0099,Entire home/apt,237,2,128,2024-06-16,3.87,1,61,37,Hosted License: 5007242201001050
50875772,"Understated, Elegant and IDEAL! / Downtown Designe",289259344,Douglas,,"Dupont Circle, Connecticut Avenue/K Street",38.9022,-77.03747,Entire home/apt,1011,31,6,2023-12-03,0.26,19,228,2,Exempt
50875966,"PRIME LOCATION ✯✯ 2 Separate Units ✯✯ ENTIRE FLOOR, 4-BRs!  Walk to The White House & National Mall",289259344,Douglas,,"Dupont Circle, Connecticut Avenue/K Street",38.90251,-77.03736,Entire home/apt,1435,31,4,2023-07-27,0.13,19,191,1,Exempt
50877560,"13th St Library House - 1BR, Pet Friendly",96456433,Jenna,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.935925,-77.029922,Entire home/apt,136,1,41,2024-05-16,1.15,9,95,10,Hosted License: 5007242201000501
50920850,"13th St Library House - 2BR, Pet Friendly",96456433,Jenna,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.935925,-77.029922,Entire home/apt,228,2,51,2024-03-24,1.44,9,219,12,Hosted License: 5007242201000501
50935433,⭐️Capitol Hill Apt 1 Minute Walk To Metro w/Parking,1934857,T.,,"Capitol Hill, Lincoln Park",38.88951,-76.97855,Entire home/apt,127,3,82,2024-06-17,2.35,1,152,36,Hosted License: 5007242201001851<br />Unhosted License: 5007262201001852
50972673,Stylish Modern Suite in the Heart of Chevy Chase!,181205324,Plushy,,"Hawthorne, Barnaby Woods, Chevy Chase",38.96693,-77.05481,Entire home/apt,113,2,43,2024-05-27,1.21,2,189,8,Hosted License: 5007242201001757
